date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-24,322.4534912109375,328.6517598152374,320.0030292937838,323.65470378336164,256670.0,,,-0.8603614938084136,0.0174346984789258,0.0037252273743824,0.0192222096309859,-0.0075994274645663,Construction,3.0,321.70396118164064,319.6042419433594,,,,
2020-01-27,323.79888916015625,327.5947034854634,314.2372248685783,321.87694894689275,211491.0,,,-0.8541615686658959,0.0041723782991657,-0.0059355985384893,0.0117227527714887,-0.0295296389570026,Construction,3.0,321.1466003417969,321.0408935546875,,,,
2020-01-28,325.0962219238281,328.36354421571343,321.06016449356287,326.7298830697708,159119.0,,,-0.8481831397375835,0.0040066004149575,0.0050251618929162,0.0100503237858324,-0.0124149625805585,Construction,3.0,321.21387939453126,321.9249908447265,,,,
2020-01-29,331.4385681152344,334.3695443966556,324.9520202046267,327.30640858425363,449382.0,,,-0.8189560462687067,0.019509135338067,-0.0124673466774816,0.0088431961859132,-0.0195708904594121,Construction,3.0,323.9430236816406,323.8084899902344,,,,
2020-01-30,334.2734680175781,335.3785778098214,324.32742123442614,331.53469726185784,216682.0,,,-0.8058921292386052,0.0085533193027738,-0.0081932041210529,0.003306005106529,-0.0297542214227691,Construction,3.0,327.41212768554686,325.4517517089844,321.0633178710938,,,
2020-01-31,325.14422607421875,336.33952142196847,314.71769504484195,336.1953817780834,412115.0,,,-0.8479619247884119,-0.0273106986249931,0.0339884728610928,0.034431782728918,-0.0320674033036552,Construction,3.0,327.9502746582031,324.8271179199219,322.38625284830727,,,
2020-02-03,316.11114501953125,321.7327969793529,309.4323906947505,315.10210875833315,171697.0,,,-0.8895885872772906,-0.0277817667677899,-0.0031920300093682,0.017783782851042,-0.0211278673023946,Construction,3.0,326.4127258300781,323.7796630859375,322.831504313151,,,
2020-02-04,321.06011962890625,324.3274121377385,317.264275963665,317.264275963665,355600.0,,,-0.8667824932675862,0.0156558055207741,-0.0118228438637244,0.0101765753797411,-0.0118228438637244,Construction,3.0,325.6055053710937,323.4096923828125,323.1518290201823,,,
2020-02-05,327.01812744140625,328.65178841264645,321.97303419822964,324.0871802402486,546908.0,,,-0.8393265257172519,0.018557296432165,-0.0089626444383662,0.0049956281751779,-0.0154275644676015,Construction,3.0,324.72141723632814,324.33222045898435,324.1127990722656,,,
2020-02-06,334.2734680175781,339.9912227367852,324.2793844581691,327.69081671389426,355657.0,321.9778427124023,,-0.8058921292386052,0.0221863559458851,-0.0196924133486349,0.0171050210868257,-0.0298979264453124,Construction,3.0,324.72141723632814,326.0667724609375,325.20830688476565,321.9778427124023,,
2020-02-07,333.98516845703125,344.8921856735851,331.5347062717028,334.4176167610219,847824.0,323.41209106445314,,-0.8072206846262876,-0.0008624661785353,0.0012948128983947,0.0326571903385497,-0.0073370389369363,Construction,3.0,326.48960571289064,327.2199401855469,325.38128051757815,323.41209106445314,,
2020-02-10,333.6968688964844,344.0272975232294,332.4956562654675,339.51072630001386,520611.0,324.6253158569336,,-0.80854924001397,-0.0008632106685419,0.0174225710380668,0.030957523398128,-0.0035997120230381,Construction,3.0,330.0067504882812,328.20973815917966,325.8553588867188,324.6253158569336,,
2020-02-11,329.8529663085937,338.2614541605972,328.6517537583075,335.1863383012732,455950.0,325.3052017211914,,-0.8262628899521843,-0.0115191449071793,0.0161689374886198,0.0254916241806264,-0.0036416605972324,Construction,3.0,331.76531982421875,328.68541259765624,326.1949015299479,325.3052017211914,,
2020-02-12,331.77490234375,334.4175699221579,327.69077972257423,333.45659989364594,290936.0,326.2637680053711,,-0.8174061352993356,0.0058266446916174,0.0050687907313542,0.0079652425778422,-0.0123099203475741,Construction,3.0,332.7166748046875,328.7190460205078,327.1270385742188,326.2637680053711,,
2020-02-13,333.9586181640625,337.64661191550226,331.435239988687,336.67608412637,473494.0,327.0696563720703,,-0.8073430349160392,0.0065819198646013,0.0081371338079152,0.0110432656947574,-0.0075559606434107,Construction,3.0,332.6537048339844,328.68756103515625,328.2624165852865,327.0696563720703,324.1130151367188,
2020-02-14,330.6102905273437,338.6171449107888,326.09734216212456,335.996737610738,216002.0,327.0306427001953,,-0.8227729534114067,-0.0100261752642473,0.0162924362541847,0.0242184064224788,-0.0136503566117701,Construction,3.0,331.9787292480468,329.2341674804687,328.8062032063802,327.0306427001953,325.1254187011719,
2020-02-17,329.39715576171875,333.61895795326853,318.4302025911736,332.6484300755863,301034.0,327.1712158203125,,-0.8283633772254376,-0.00366937993276,0.0098703776186199,0.0128167536291776,-0.0332940129527969,Construction,3.0,331.1187866210937,330.5627685546875,329.17942097981773,327.1712158203125,325.92401000976565,
2020-02-18,323.8651428222656,329.9309416493371,320.2741780693759,329.8823974878256,370419.0,327.126481628418,,-0.8538562554715846,-0.0167943555148815,0.018579506930334,0.0187293969774338,-0.0110878395914943,Construction,3.0,329.9212219238281,330.84327087402346,329.09734903971355,327.126481628418,326.2284057617188,
2020-02-19,319.3521728515625,327.3105129605808,316.8773387149878,325.7091479534937,158862.0,327.2044479370117,,-0.8746531327115401,-0.0139347196532965,0.019905845778873,0.0249202629121219,-0.0077495453200658,Construction,3.0,327.4366760253906,330.07667541503906,328.2915893554688,327.2044479370117,326.498349609375,
2020-02-20,329.3486328125,335.8026371107952,320.2741914640532,320.2741914640532,441603.0,327.8254821777344,,-0.8285869829273975,0.031302307642616,-0.0275526917204873,0.0195962686809436,-0.0275526917204873,Construction,3.0,326.5146789550781,329.5841918945313,327.9632670084636,327.8254821777344,326.9586608886719,324.51329243977864
2020-02-24,332.6484375,337.74370897155364,328.71781135492307,331.33821891225404,377068.0,328.3352294921875,,-0.81338067013399,0.0100191844105167,-0.003938748660877,0.0153172866520789,-0.0118161569452041,Construction,3.0,326.9223083496093,329.4505187988281,328.4635477701823,328.3352294921875,327.0089758300781,325.4249003092448
2020-02-25,331.77490234375,335.4143812426105,326.6310877291341,334.6864854628384,155601.0,328.7340301513672,,-0.8174061352993356,-0.0026260010803447,0.008775778693687,0.0109697233671088,-0.0155039292552827,Construction,3.0,327.3978576660156,329.25832214355466,329.50779825846354,328.7340301513672,327.21654418945315,326.1696512858073
2020-02-26,321.68145751953125,332.50283677992667,320.2741803344347,331.9205141647778,193703.0,328.5632919311523,,-0.863919215222364,-0.0304225688951028,0.0318298005865782,0.0336400467214943,-0.0043747538199684,Construction,3.0,326.96112060546875,328.44117126464846,329.5492207845052,328.5632919311523,327.0934094238281,326.3505249023437
2020-02-27,308.0455627441406,322.65202603630445,304.11493642787536,321.7300126445078,282160.0,327.39364166259764,,-0.9267567770811164,-0.0423894335736237,0.0444234605376649,0.0474165677377271,-0.0127598861715466,Construction,3.0,324.6997985839844,326.0682373046875,328.2843831380208,327.39364166259764,326.7035180664063,326.19859110514324
2020-02-28,300.960693359375,303.77521821150464,289.3143591148445,302.3194264309383,622230.0,325.7280029296875,,-0.9594056003200472,-0.0229994203508467,0.00451465291496,0.0093518021264287,-0.038697193691748,Construction,3.0,319.0222106933594,322.7684448242188,326.06353149414065,325.7280029296875,326.0648278808593,325.63591918945315
2020-03-02,298.8740234375,307.70580200136544,295.2830590236397,302.41644369443185,329081.0,324.41449279785155,,-0.969021489299424,-0.0069333636182959,0.0118525531800612,0.0295501712135659,-0.0120149766532361,Construction,3.0,312.2673278808594,319.5948181152344,323.72278849283856,324.41449279785155,325.12164916992185,324.5520345052083
2020-03-03,309.9866027832031,313.48050911805825,294.1184658252668,299.893118629969,198317.0,324.1082656860352,,-0.9178119864726532,0.0371814827461141,-0.0325610334853511,0.0112711526997786,-0.0511897508326645,Construction,3.0,307.90966796875,317.6537628173828,322.14210408528646,324.1082656860352,324.5691577148437,323.9987314860026
2020-03-04,305.42510986328125,313.18933224691057,299.8930895676822,312.024687042103,294110.0,323.3265151977539,,-0.9388324694145688,-0.014715129231285,0.0216078408935529,0.0254210349211458,-0.0181125261707375,Construction,3.0,304.6583984375,315.80975952148435,320.5135803222656,323.3265151977539,323.78231323242187,323.3542409261068
2020-03-05,313.7716369628906,315.2274287142523,304.8427986587677,306.68679562019406,420487.0,322.6641906738281,,-0.9003696166596469,0.0273275733725546,-0.0225796104812828,0.0046396537477153,-0.0284564863495896,Construction,3.0,305.80361328125,315.2517059326172,319.3133626302084,322.6641906738281,323.0756359863281,323.22020060221354
2020-03-06,314.15985107421875,316.53762634041453,298.9225532341749,299.9901397050713,292220.0,321.6585098266602,,-0.8985806304114509,0.0012372504891958,-0.0451035080411976,0.0075686796325671,-0.0485017349860026,Construction,3.0,308.4434448242188,313.7328277587891,317.9934448242187,321.6585098266602,322.2710913085937,323.1279307047526
2020-03-09,297.2726745605469,300.86363952471885,287.76151328735205,300.86363952471885,346394.0,319.822885131836,,-0.976400899361651,-0.0537534521229524,0.0120797007981996,0.0120797007981996,-0.0319947377849478,Construction,3.0,308.1231750488281,310.1952514648437,315.7709370930989,319.822885131836,321.1562292480469,322.2885701497396
2020-03-11,302.0282592773437,305.6677384799877,294.50666892521286,297.2726494246962,324221.0,318.2394546508789,,-0.954485993611896,0.0159973826179179,-0.0157455791190737,0.0120501280620297,-0.0249035979948618,Construction,3.0,306.53150634765626,307.2205871582031,313.94634399414065,318.2394546508789,320.59291381835936,321.5628824869792
2020-03-12,272.1845397949219,291.15834688642366,253.3077617911886,286.30570777165,387718.0,315.3560333251953,,-1.0920132039608932,-0.0988110170678342,0.0518808599025049,0.0697093490533946,-0.0693528663235466,Construction,3.0,299.8833923339844,302.27089538574216,310.5009704589844,315.3560333251953,318.637890625,319.799159749349
2020-03-13,272.9124450683594,282.3265475045924,217.78644505365764,244.9127104874422,384551.0,312.4129104614258,,-1.088658837166461,0.0026743079308837,-0.1025960343212042,0.0344949547239405,-0.2019915214965507,Construction,3.0,291.7115539550781,298.75758361816406,307.4049886067708,312.4129104614258,316.4736633300781,317.84828898111977
2020-03-16,252.822494506836,262.04250870190293,249.42564717181128,257.18986965186764,324710.0,308.35610427856443,,-1.181238277822407,-0.0736131712736342,0.0172744721689059,0.0364683301343571,-0.0134357005758156,Construction,3.0,279.44408264160154,293.94376373291016,302.3032460530599,308.35610427856443,313.21562438964844,315.13325653076174
2020-03-17,252.77398681640625,257.96628704618274,247.8242889275503,254.27829311543624,189624.0,304.4642890930176,,-1.1814618132081087,-0.0001918646144375,0.0059511910935778,0.020541276003799,-0.0195815160855574,Construction,3.0,270.5443450927734,289.3337600708008,296.97828267415366,304.4642890930176,309.96717712402346,312.72091522216795
2020-03-18,241.6614227294922,257.18986756351575,232.97520186227604,252.6769192072593,445081.0,300.07750244140624,,-1.232671245718621,-0.043962451306294,0.04558235382938,0.0642570281124497,-0.0359437628443461,Construction,3.0,258.4709777832031,282.50124206542966,290.97071736653646,300.07750244140624,306.28575927734374,310.2392578125
2020-03-19,221.7656097412109,228.7534071738665,214.97191491325265,221.4744484296254,585555.0,294.9725257873535,,-1.3243560526179523,-0.0823292884878525,-0.0013129236400779,0.0315098334715193,-0.0306345733041575,Construction,3.0,248.3871917724609,274.13529205322266,284.3096608479818,294.9725257873535,301.96226501464844,306.92944081624347
2020-03-20,216.7188720703125,229.5783660948874,212.54559934957788,225.93888665397,409241.0,289.840860748291,,-1.347612662895725,-0.0227570797689854,0.04254366265189,0.0593372136986887,-0.019256618866956,Construction,3.0,237.1484771728516,264.43001556396484,278.2212148030599,289.840860748291,297.36002380371093,303.2527989705404
2020-03-23,176.10226440429688,197.7935664184912,173.82153298491988,193.9114552613435,149916.0,282.17854232788085,307.5793923950195,-1.534783995525257,-0.18741610861115,0.1011298231586628,0.1231744639262291,-0.0129511759947666,Construction,3.0,221.8044311523437,250.62425689697267,269.89731953938804,282.17854232788085,291.0457696533203,297.98042551676434
2020-03-24,174.40383911132812,193.71735081956643,157.031397772248,182.895957186676,331869.0,274.2663124084473,304.9614651489257,-1.5426107576239203,-0.0096445397718992,0.0486922657128381,0.1107401752544552,-0.0996104296075196,Construction,3.0,206.13040161132807,238.3373733520508,261.5993072509765,274.2663124084473,284.79751159667967,292.6610478719076
2020-03-25,173.28775024414062,189.83525301645017,163.7280450164992,173.72448481397993,288477.0,266.3419548034668,302.2385726928711,-1.5477539700340317,-0.0063994512556289,0.002520285301321,0.0954914744348414,-0.0551666532352863,Construction,3.0,192.4556671142578,225.46332244873048,252.48605041503907,266.3419548034668,278.5531353759766,287.3140772501628
2020-03-26,180.9549102783203,189.2529261562165,172.99658506331068,176.44196180899613,225887.0,259.3056274414063,299.5325659179687,-1.5124218080553236,0.0442452511696737,-0.0249396297806065,0.0458568151874589,-0.0439796035530023,Construction,3.0,184.29352722167968,216.34035949707032,244.188037109375,259.3056274414063,272.83672607421875,282.35080871582034
2020-03-27,181.82839965820312,194.15410046168768,176.68459906204913,189.2529318294176,170446.0,252.99476928710936,296.9170623779297,-1.5083965538387534,0.0048271106793362,0.0408326322245089,0.067787544886575,-0.0282893134726104,Construction,3.0,177.3154327392578,207.2319549560547,235.3918212890625,252.99476928710936,267.3357751464844,277.3525919596354
2020-03-30,171.78341674804688,178.43153795260557,163.67950387613186,178.43153795260557,122575.0,246.53590545654296,293.99591369628905,-1.5546863093248555,-0.0552443013799746,0.0387005994548905,0.0387005994548905,-0.0471751757260768,Construction,3.0,176.4516632080078,199.12804718017577,225.90005900065103,246.53590545654296,261.0331665039063,271.9467519124349
2020-03-31,180.0329132080078,181.488704959016,171.58932401397644,174.69501012097794,307184.0,240.5938499450684,290.96876068115233,-1.5166705976575952,0.0480226590908969,-0.0296495956873314,0.0080862533692722,-0.0469002530902544,Construction,3.0,177.57747802734374,191.85393981933595,218.08407491048175,240.5938499450684,254.92854553222656,266.9275060017904
2020-04-01,166.4455108642578,183.2356440765205,163.04866370376274,183.2356440765205,325102.0,233.4167953491211,287.76595703125,-1.5792846944469046,-0.0754717684763079,0.1008746533630193,0.1008746533630193,-0.0204081632653062,Construction,3.0,176.2090301513672,184.3323486328125,209.04522501627605,233.4167953491211,248.31536987304688,261.49578450520835
2020-04-03,155.0418243408203,167.65868641550367,153.34340059999755,166.44552660063025,273690.0,225.89763107299805,284.3715969848633,-1.6318356908529177,-0.0685130314673227,0.0735524256651016,0.081377151799687,-0.0109546165884194,Construction,3.0,171.0264129638672,177.65997009277345,201.23571065266927,225.89763107299805,241.64978454589843,255.8683405558268
2020-04-07,153.14930725097656,163.04868897705293,150.52888485423293,162.07816106647525,369065.0,217.86651458740235,281.07872619628904,-1.6405568757594209,-0.0122064939437472,0.058301627188338,0.0646387626804838,-0.0171102464893906,Construction,3.0,165.29059448242188,171.30301361083986,193.25150146484376,217.86651458740235,235.45393432617183,250.3282450358073
2020-04-08,152.6640167236328,157.71075801840618,151.40232769766993,152.95517800794394,362474.0,209.79172286987304,277.7934475708008,-1.6427932140440535,-0.0031687412503177,0.0019072030892401,0.0330578311974423,-0.0082644820504553,Construction,3.0,161.46671447753906,168.95918884277344,186.57426961263025,209.79172286987304,229.52206726074215,244.43875783284503
2020-04-09,152.76107788085938,157.32257062952797,151.98466744703302,156.25498406939704,583239.0,202.56614303588867,274.3995993041992,-1.6423459323238754,0.0006357828079571,0.0228717042129187,0.0298603074287426,-0.0050825147648663,Construction,3.0,156.01234741210936,166.79491271972657,179.90674235026043,202.56614303588867,223.67754943847655,238.44251251220703
2020-04-13,151.8876190185547,156.2549946452863,149.50982858359475,156.2549946452863,779895.0,195.0591110229492,270.9613739013672,-1.6463710459079286,-0.0057178102853261,0.0287539936102236,0.0287539936102236,-0.0156549325766273,Construction,3.0,153.10076904296875,164.65489959716797,173.92182210286458,195.0591110229492,217.35359008789064,232.4462697347005
2020-04-15,159.1180419921875,166.93079434027817,153.39193345879838,156.25498772549295,1703135.0,189.4057861328125,267.6418103027344,-1.6130514758793766,0.0476037679723555,-0.017993272358361,0.0491003549960367,-0.0359865447167221,Construction,3.0,153.9160125732422,162.4712127685547,169.745317586263,189.4057861328125,211.50130737304687,227.0274892171224
2020-04-16,173.7729949951172,174.9861546714178,156.93433276443326,157.22549404856105,1719363.0,184.4488136291504,264.48849884033206,-1.5455178426981744,0.0921011396284604,-0.0952248129637237,0.006981290023428,-0.0969003396135117,Construction,3.0,158.0407501220703,161.6656723022461,166.88225911458332,184.4488136291504,205.90136169433595,222.5517369588216
2020-04-17,181.68280029296875,191.14544629582213,176.78163196557253,181.8283883476908,828966.0,180.89182891845704,261.43668548583986,-1.50906751157715,0.0455180351703889,0.0008013309707206,0.0520833341824025,-0.0269765124683951,Construction,3.0,163.8445068359375,162.65561065673828,167.2542948404948,180.89182891845704,200.60227966308597,218.5758071899414
2020-04-20,192.35861206054688,199.831673355402,180.5181755507541,186.87513576986808,1400992.0,177.87106018066407,258.7809732055664,-1.459870741333052,0.0587607178575135,-0.0285065286754763,0.0388496320222091,-0.0615539714232593,Construction,3.0,171.764013671875,163.8881805419922,168.45127970377604,177.87106018066407,196.40571716308597,215.0252934773763
2020-04-21,175.22879028320312,189.05881088320183,174.01563058144885,189.05881088320183,828448.0,174.5494285583496,255.96332611083983,-1.5388091794255685,-0.0890514939458596,0.0789255040661227,0.0789255040661227,-0.0069232898303617,Construction,3.0,176.4322479248047,164.76650848388672,168.58068237304687,174.5494285583496,191.33373840332035,210.53336639404296
2020-04-22,177.509521484375,184.40027450804376,175.56846596323768,175.56846596323768,701554.0,172.3366241455078,253.0923141479492,-1.5282990082708692,0.0130157333020776,-0.0109349374890189,0.038819061456798,-0.0109349374890189,Construction,3.0,180.11054382324218,167.01327819824218,168.35098978678386,172.3366241455078,187.54673767089844,206.26951344807944
2020-04-23,179.59619140625,181.92545244974363,177.60660624334722,179.4506033353563,350880.0,170.4804901123047,250.1438754272461,-1.5186831192914927,0.0117552563063986,-0.0008106411931886,0.0129694345144815,-0.0110781033123487,Construction,3.0,181.2751831054688,169.65796661376953,168.20217590332032,170.4804901123047,183.81408752441405,201.7969985961914
2020-04-24,172.80247497558594,178.5771123309953,170.32762616353085,176.63605676218015,282330.0,170.31550064086915,246.91445556640625,-1.5499902380024058,-0.0378277310753018,0.0221847620361677,0.0334175616189826,-0.0143218366079811,Construction,3.0,179.49911804199218,171.67181243896485,168.27011311848958,170.31550064086915,180.61328674316405,197.0850860595703
2020-04-27,174.06417846679688,176.10227809732686,170.86143355130125,174.50091304411902,335526.0,170.29851760864258,243.71603576660155,-1.5441759975376397,0.0073014202567943,0.0025090433951948,0.0117088975370009,-0.0183997933618866,Construction,3.0,175.8402313232422,173.8021224975586,167.87219746907553,170.29851760864258,177.4648944091797,192.97813618977864
2020-04-28,178.18890380859375,185.3708033552713,174.79205662669088,177.41247863377168,803916.0,170.54357528686523,240.60587646484376,-1.525168247178397,0.0236965777687778,-0.0043573149518675,0.0403049763098166,-0.0190631801941588,Construction,3.0,176.4322540283203,176.4322509765625,168.65509033203125,170.54357528686523,174.92599365234375,188.85015767415365
2020-04-29,181.1490173339844,184.4002915561055,179.0623883794814,179.98438687544598,393093.0,170.55328063964845,237.6317974853516,-1.5115273149312256,0.0166122214241258,-0.0064291293194882,0.0179480643614353,-0.0115188532911324,Construction,3.0,177.1601531982422,178.63534851074218,170.39556986490885,170.55328063964845,173.3013299560547,185.81564025878907
2020-04-30,189.30145263671875,192.1645067194605,182.6048018504416,184.30322552094185,1069237.0,170.92693328857422,234.78232849121093,-1.4739588849841434,0.045004027196591,-0.0264035328105421,0.0151243112129526,-0.0353755911167172,Construction,3.0,179.10120544433593,180.18819427490237,172.805712890625,170.92693328857422,172.20463317871094,183.0286071777344
2020-05-04,194.3481903076172,201.8697806940543,181.2945944697453,184.40028044168423,1978876.0,172.0551719665527,231.99011993408203,-1.4507022747063707,0.026659793681475,-0.0511860174781522,0.0387016229712857,-0.067166027207202,Construction,3.0,183.41034851074215,181.4547332763672,175.58465779622395,172.0551719665527,172.93447021484374,181.07946370442707
2020-05-05,199.92872619628903,208.66347636991333,197.9876706021504,198.7155664499524,2491380.0,173.0499626159668,229.3764886474609,-1.424985790758264,0.0287141129528343,-0.0060679611650484,0.0436893203883494,-0.0097087378640776,Construction,3.0,188.58325805664063,182.2117446899414,178.72916768391926,173.0499626159668,173.9554656982422,179.31795501708984
2020-05-06,202.11241149902344,205.2666268045304,199.9287239798263,203.81083512506564,457976.0,174.83330764770508,226.83079376220704,-1.4149228310074844,0.0109223188897349,0.0084033613445377,0.0156062424969987,-0.0108043217286916,Construction,3.0,193.36795959472656,184.90010681152344,182.0774871826172,174.83330764770508,175.1084521484375,177.9996546427409
2020-05-07,192.1645050048828,202.45210564089703,190.22344939877289,202.11241498619617,383956.0,176.6894416809082,224.1967810058593,-1.46076523445715,-0.0492196714707384,0.0517676767676766,0.0535353843611901,-0.01010101010101,Construction,3.0,195.57105712890623,186.36560516357423,184.28058471679688,176.6894416809082,175.5568359375,177.01295115152996
2020-05-08,191.63072204589844,197.64799178627456,190.36903287233253,195.07609889364696,248845.0,178.6135124206543,221.6423519897461,-1.4632250378112257,-0.0027777396193475,0.0179792509831659,0.0314003395495994,-0.00658396086022,Construction,3.0,196.0369110107422,187.56905822753907,185.4710998535156,178.6135124206543,175.9489288330078,176.1766794840495
2020-05-11,192.31007385253903,195.60987719288903,190.90281153211689,194.10555617075,324275.0,180.5958152770996,218.90158081054688,-1.4600944173512704,0.0035451090482136,0.0093363924325029,0.0171587648751059,-0.0073176734438845,Construction,3.0,195.62928771972656,189.5198181152344,186.179584757487,180.5958152770996,176.7699951171875,176.7169397989909
2020-05-12,189.4955596923828,192.79534840616,184.40028856108955,192.31008448889395,210601.0,182.4325393676758,216.03852325439453,-1.4730643918600452,-0.0146352923888656,0.0148527216209186,0.0174135410831466,-0.026888604353393,Construction,3.0,193.5426544189453,191.06295623779295,185.98871459960935,182.4325393676758,177.1485009765625,177.2199971516927
2020-05-13,193.03797912597656,202.84031611547584,192.26156871059712,198.95820480226087,250442.0,184.49005737304688,213.26378479003907,-1.4567400505568382,0.0186939442768175,0.0306687093549651,0.0507793183179887,-0.0040220604198967,Construction,3.0,191.72776794433597,192.5478637695313,187.17599385579427,184.49005737304688,178.21219970703126,177.8783381144206
2020-05-14,188.86471557617188,196.628937966821,188.2823929732416,193.08650261564,189101.0,185.9773910522461,210.60744995117187,-1.475971476934299,-0.0216188729735987,0.0223534979871102,0.041109967878133,-0.0030832789552763,Construction,3.0,191.06781005859372,193.31943359375,187.9330067952474,185.9773910522461,179.56511535644532,178.14199829101562
2020-05-15,192.94093322753903,196.04661928408493,185.90460654531324,190.5631430346717,239109.0,186.9357879638672,208.30535736083985,-1.457187261960758,0.0215827378816197,-0.012323928121894,0.0160965638788701,-0.0364688123174347,Construction,3.0,191.32985229492184,193.68338165283205,188.82265625,186.9357879638672,181.1567803955078,178.51241607666014
2020-05-18,189.3985137939453,194.59084398347065,182.5563039450328,192.98947887182737,310441.0,187.321573638916,206.07411376953124,-1.473511603263965,-0.0183601238697031,0.0189598376774424,0.0274148412546375,-0.0361259954571576,Construction,3.0,190.74754028320316,193.18841400146485,189.9290588378906,187.321573638916,182.6261602783203,179.0995859781901
2020-05-19,194.7364044189453,195.7069322551904,191.0484104884776,194.8819924798298,779638.0,187.44046325683595,203.9913613891601,-1.4489132884581746,0.0281833817915135,0.0007476160470296,0.0049838027930162,-0.0189383897760254,Construction,3.0,191.7957092285156,192.66918182373047,191.30720723470048,187.44046325683595,184.30517333984372,179.589702351888
2020-05-20,195.0761108398437,197.98769458372203,193.9114803041086,197.98769458372203,198394.0,188.432829284668,201.69315155029287,-1.44734783759568,0.0017444422983573,0.0149253731343284,0.0149253731343284,-0.0059701340708565,Construction,3.0,192.20333557128905,191.9655517578125,192.43302103678383,188.43282928466795,186.03271301269533,180.54405568440757
2020-05-21,191.5336761474609,198.2788417088556,189.44703239512063,196.04662470338724,311907.0,189.1340370178223,199.41532287597656,-1.4636722492151455,-0.0181592439849855,0.0235621674825048,0.0352166036650474,-0.0108943961934599,Construction,3.0,192.73712768554685,191.9024688720703,193.1253316243489,189.13403701782224,187.32933837890624,181.7604507446289
2020-05-22,191.2425079345703,193.4747248595292,187.7971312470337,192.50419704946697,121117.0,189.7163528442383,196.96474029541017,-1.4650140240594218,-0.0015201933088072,0.0065973257123792,0.0116721797317287,-0.0180157472559152,Construction,3.0,192.3974426269531,191.8636474609375,193.2547353108724,189.71635284423823,188.0281188964844,183.0302241007487
2020-05-26,193.03797912597656,195.46429869673585,189.7381904333757,191.4366141329072,150552.0,190.7281280517578,194.5423028564453,-1.4567400505568382,0.0093884524460458,-0.0082955955108932,0.0125691306018898,-0.0170939869322162,Construction,3.0,193.12533569335932,191.93643798828128,193.167387898763,190.72812805175775,188.4823260498047,184.3760228474935
2020-05-27,188.2823944091797,194.05703189444955,187.3118666029468,192.40713758566943,442083.0,191.4390388488769,192.362497253418,-1.4786549563065932,-0.0246354874741689,0.0219072164948455,0.0306700873620731,-0.0051546391752576,Construction,3.0,191.83453369140625,191.81512145996092,192.3909657796224,191.4390388488769,188.31927734375,185.56006673177083
